,product_id,product_name,discounted_price,actual_price,rating,rating_count,main category,sub category,discount_percentage %,quality of product
165,B081NHWT6Z,LOHAYA Television Remote Compatible with Samsung Smart LED/LCD/HD TV Remote Control [ Compatible for All Samsung Tv Remote Control ],299.0,1199.0,3.9,1193.0,Electronics,RemoteControls,75.0,very good
166,B07JPJJZ2H,"Wayona Nylon Braided Lightning USB Data Sync & 3A Charging Cable for iPhones, iPad Air, iPad Mini, iPod Nano and iPod Touch (3 FT Pack of 1, Grey)",399.0,1299.0,4.2,13120.0,Computers&Accessories,Cables,69.0,excellent
167,B09JKNF147,Electvision Remote Control Compatible with Kodak/Thomson Smart led tv (Without Voice) Before Placing Order for verification Contact Our coustmer Care 7738090464,339.0,1999.0,4.0,343.0,Electronics,RemoteControls,83.0,excellent
169,B09PNR6F8Q,"realme 10W Fast Charging Micro-USB Cable (Braided, Black)",249.0,399.0,4.0,6558.0,Computers&Accessories,Cables,38.0,excellent
170,B07M69276N,"TP-Link AC1300 USB WiFi Adapter (Archer T3U) - 2.4G/5G Dual Band Mini Wireless Network Adapter for PC Desktop, MU-MIMO Wi-Fi Dongle, USB 3.0, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.15 and earlier",1399.0,2499.0,4.4,23169.0,Computers&Accessories,WirelessUSBAdapters,44.0,excellent
172,B09YLYB9PB,"Ambrane 60W / 3A Fast Charging Output Cable with Micro to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACM - AZ1, Black)",149.0,399.0,4.0,1423.0,Computers&Accessories,Cables,63.0,excellent
173,B08CTNJ985,"Wayona USB Type C 65W Fast Charging 2M/6Ft Long Flash Charge Cable 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S21 S10 S9 S8, iQOO Z3, Vivo, Note 10 9 8, A20e A40 A50 A70, Moto G7 G8 (2M, Grey)",325.0,999.0,4.3,2651.0,Computers&Accessories,Cables,67.0,excellent
175,B09LHXNZLR,"Skadioo WiFi Adapter for pc | Car Accessories, WiFi Dongle for pc | USB WiFi Adapter for pc | Wi-Fi Receiver 2.4GHz, 802.11b/g/n UNano Size WiFi Dongle Compatible Adapter,WiFi dongle for pc",199.0,499.0,3.7,612.0,Computers&Accessories,WirelessUSBAdapters,60.0,very good
176,B0B3N8VG24,"FLiX (Beetel USB to Type C PVC Data Sync & 15W(3A) TPE Fast Charging Cable, Made in India, 480Mbps Data Sync, 1 Meter Long cable for all Andriod & all Type C Devices (Black)(XCD - FPC02)",88.0,299.0,4.0,9378.0,Computers&Accessories,Cables,71.0,excellent
177,B08PSVBB2X,"Zoul USB C to USB C Fast Charging Cable 65W Type C to Type C Nylon Braided Cord Compatible with Macbook Oneplus 9 10R Samsung Galaxy S22 S21 Ultra Z Flip3 Macbook Air/Pro M1 Google Pixel 11'' iPad Pro 2020/2018 (2M, Grey)",399.0,1099.0,4.1,2685.0,Computers&Accessories,Cables,64.0,excellent
178,B0B3MQXNFB,"FLiX (Beetel Flow USB to Micro USB PVC Data Sync & 12W(2.4A) Fast Charging Cable,Made in India,480Mbps Data Sync,Solid Cable,1 Meter Long cable for all Andriod & Micro USB Devices (Black)(XCD-FPM01)",57.89,199.0,4.0,9378.0,Computers&Accessories,Cables,71.0,excellent
179,B08XMSKKMM,7SEVEN® Bluetooth Voice Command Remote for Xiaomi Redmi Mi Smart TV with Netflix & Prime Video Hot Keys XMRM-00A,799.0,1999.0,3.3,576.0,Electronics,RemoteControls,60.0,very good
180,B09L8DT7D6,Sony TV - Remote Compatible for Sony LED Remote Control Works with Sony LED TV by Trend Trail Speed tech & Remote hi Remote & REO India only,205.0,499.0,3.8,313.0,Electronics,RemoteControls,59.0,very good
181,B00GE55L22,"Storite USB 3.0 Cable A to Micro B high Speed Upto 5 Gbps Data Transfer Cable for Portable External Hard Drive - (20cm), Black",299.0,699.0,4.1,2957.0,Computers&Accessories,Cables,57.0,excellent
182,B0162K34H2,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Space Grey)",849.0,999.0,4.1,6736.0,Computers&Accessories,Cables,15.0,excellent
183,B0B8SRZ5SV,"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.2 meter)",949.0,1999.0,4.4,13552.0,Computers&Accessories,Cables,53.0,excellent
184,B07CWNJLPC,"AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable Smartphone (Dark Grey, 3 feet)",499.0,1200.0,4.3,5451.0,Computers&Accessories,Cables,58.0,excellent
185,B00NH12R1O,"Amazon Basics USB 3.0 Cable - A Male to Micro B - 6 Feet (1.8 Meters), Black",299.0,485.0,4.3,10911.0,Computers&Accessories,Cables,38.0,excellent
186,B0B8SSC5D9,"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.8 meter)",949.0,1999.0,4.4,13552.0,Computers&Accessories,Cables,53.0,excellent
187,B08WKG2MWT,"Wayona Usb C 65W Fast Charging Cable Compatible For Tablets Samsung S22 S20 S10 S20Fe S21 S21 Ultra A70 A51 A71 A50S M31 M51 M31S M53 5G (1M, Black)",379.0,1099.0,4.3,2806.0,Computers&Accessories,Cables,66.0,excellent
189,B005LJQMZC,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",486.0,1999.0,4.2,30023.0,Electronics,Cables,76.0,excellent
193,B08GJNM9N7,LOHAYA Television Remote Compatible for VU LED LCD HD Tv Remote Control Model No :- EN2B27V,299.0,1199.0,3.7,490.0,Electronics,RemoteControls,75.0,very good
194,B09C6FML9B,"Duracell Micro USB 3A Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). Supports QC 2.0/3.0 Charging, High Speed Data Transmission - Black",320.0,599.0,4.1,491.0,Computers&Accessories,Cables,47.0,excellent
195,B0B65MJ45G,"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided cable, Data transfer and Superior durability (Braided Black + White)",139.0,549.0,3.9,61.0,Computers&Accessories,Cables,75.0,very good
196,B08P9RYPLR,"FLiX (Beetel) USB to iPhone Lightning Textured Pattern Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Tough Cable, 1 Meter Long USB Cable for Apple Devices (Black)(XCD-L102)",129.0,249.0,4.0,9378.0,Computers&Accessories,Cables,48.0,excellent
198,B084MZXJN6,"Belkin Apple Certified Lightning to USB Charge and Sync Cable for iPhone, iPad, Air Pods, 39.6 inch (100cm) – Black",999.0,1699.0,4.4,7318.0,Computers&Accessories,Cables,41.0,excellent
199,B08XMG618K,Time Office Scanner Replacement Cable for Startek FM220U (Type C) Ivory,225.0,499.0,4.1,789.0,Computers&Accessories,Cables,55.0,excellent
200,B0BCKWZ884,Caldipree Silicone Case Cover Compatible for 2022 Samsung Smart TV Remote QLED TV BN68-13897A TM2280E (2022-BLACK),547.0,2999.0,4.3,407.0,Electronics,RemoteControls,82.0,excellent
201,B00GGGOYEK,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers 35cm,259.0,699.0,3.8,2399.0,Computers&Accessories,Cables,63.0,very good
202,B07ZR4S1G4,Universal Remote Control for All Sony TV for All LCD LED and Bravia TVs Remote,239.0,699.0,4.4,2640.0,Electronics,RemoteControls,66.0,excellent
203,B09C635BMM,Cotbolt Silicone Case Cover Compatible for Samsung BN59-01312A QLED 8K 4K Smart TV Remote Shockproof Protective Remote Cover (Black),349.0,999.0,4.0,839.0,Electronics,RemoteControls,65.0,excellent
205,B00RGLI0ZS,"Amkette 30 Pin to USB Charging & Data Sync Cable for iPhone 3G/3GS/4/4s/iPad 1/2/3, iPod Nano 5th/6th Gen and iPod Touch 3rd/4th Gen -1.5m (Black)",449.0,599.0,4.0,3231.0,Computers&Accessories,Cables,25.0,excellent
207,B07HZ2QCGR,POPIO Type C Dash Charging USB Data Cable for OnePlus Devices,350.0,599.0,3.9,8314.0,Computers&Accessories,Cables,42.0,very good
208,B095244Q22,"MYVN LTG to USB for Fast Charging & Data Sync USB Cable Compatible for iPhone 5/5s/6/6S/7/7+/8/8+/10/11, iPad Air/Mini, iPod and iOS Devices (1 M)",252.0,999.0,3.7,2249.0,Computers&Accessories,Cables,75.0,very good
209,B08CKW1KH9,Tata Sky Universal Remote Compatible for SD/HD,204.0,599.0,3.6,339.0,Electronics,RemoteControls,66.0,very good
211,B08RHPDNVV,7SEVEN® Compatible Tata Sky Remote Control Replacement of Original dth SD HD tata Play Set top Box Remote - IR Learning Universal Remote for Any Brand TV - Pairing Must,235.0,599.0,3.5,197.0,Electronics,RemoteControls,61.0,very good
213,B0B8SSZ76F,"Amazon Basics USB C to Lightning TPE MFi Certified Charging Cable (White, 1.2 meter)",799.0,1999.0,4.2,8583.0,Computers&Accessories,Cables,60.0,excellent
214,B0841KQR1Z,Crypo™ Universal Remote Compatible with Tata Sky Universal HD & SD Set top Box (Also Works with All TV),299.0,999.0,3.8,928.0,Electronics,RemoteControls,70.0,very good
217,B08PPHFXG3,Posh 1.5 Meter High Speed Gold Plated HDMI Male to Female Extension Cable (Black),173.0,999.0,4.3,1237.0,Electronics,Cables,83.0,excellent
218,B06XR9PR5X,"Amazon Basics HDMI Coupler,Black",209.0,600.0,4.4,18872.0,Electronics,Adapters,65.0,excellent
219,B09JSW16QD,"boAt LTG 550v3 Lightning Apple MFi Certified Cable with Spaceship Grade Aluminium Housing,Stress Resistance, Rapid 2.4A Charging & 480mbps Data Sync, 1m Length & 10000+ Bends Lifespan(Mercurial Black)",848.99,1490.0,3.9,356.0,Computers&Accessories,Cables,43.0,very good
220,B07JH1CBGW,"Wayona Nylon Braided Usb Syncing And Charging Cable Sync And Charging Cable For Iphone, Ipad (3 Ft, Black) - Pack Of 2",649.0,1999.0,4.2,24269.0,Computers&Accessories,Cables,68.0,excellent
221,B09127FZCK,Astigo Compatible Remote for Airtel Digital Set Top Box (Pairing Required with TV Remote),299.0,899.0,3.8,425.0,Electronics,RemoteControls,67.0,very good
222,B083GQGT3Z,"Caprigo Heavy Duty TV Wall Mount Stand for 12 to 27 inches LED/LCD/Monitor Screen's, Full Motion Rotatable Universal TV & Monitor Wall Mount Bracket with Swivel & Tilt Adjustments (Single Arm - M416)",399.0,799.0,4.1,1161.0,Electronics,"TVMounts,Stands&Turntables",50.0,excellent
223,B09Q8WQ5QJ,"Portronics Konnect L 60W PD Type C to Type C Mobile Charging Cable, 1.2M, Fast Data Sync, Tangle Resistant, TPE+Nylon Braided(Grey)",249.0,499.0,4.1,1508.0,Computers&Accessories,Cables,50.0,excellent
224,B07YZG8PPY,TATA SKY HD Connection with 1 month basic package and free installation,1249.0,2299.0,4.3,7636.0,Electronics,SatelliteReceivers,46.0,excellent
225,B09H39KTTB,Remote Compatible for Samsung LED/LCD Remote Control Works with Samsung LED/LCD TV by Trend Trail,213.0,499.0,3.7,246.0,Electronics,RemoteControls,57.0,very good
226,B08DCVRW98,SoniVision SA-D10 SA-D100 SA-D40 Home Theater Systems Remote Compatible with Sony RM-ANU156,209.0,499.0,4.0,479.0,Electronics,RemoteControls,58.0,excellent
227,B0718ZN31Q,Rts™ High Speed 3D Full HD 1080p Support (10 Meters) HDMI Male to HDMI Male Cable TV Lead 1.4V for All Hdmi Devices- Black (10M - 30 FEET),598.0,4999.0,4.2,910.0,Electronics,Cables,88.0,excellent
228,B0162LYSFS,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Metallic Silver)",799.0,1749.0,4.1,5626.0,Computers&Accessories,Cables,54.0,excellent
229,B07PFJ5VQD,Agaro Blaze USBA to micro +Type C 2in1 Braided 1.2M Cable,159.0,595.0,4.3,14184.0,Computers&Accessories,Cables,73.0,excellent
230,B01J8S6X2I,AmazonBasics 6 Feet DisplayPort to DisplayPort Cable - (Not HDMI Cable) (Gold),499.0,1100.0,4.4,25177.0,Computers&Accessories,Cables,55.0,excellent
233,B07V5YF4ND,LOHAYA LCD/LED Remote Compatible for Sony Bravia Smart LCD LED UHD OLED QLED 4K Ultra HD TV Remote Control with YouTube & Netflix Function [ Compatible for Sony Tv Remote Control ],299.0,1199.0,3.5,466.0,Electronics,RemoteControls,75.0,very good
234,B0B65P827P,"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided cable, Data transfer and Superior durability (Braided Black )",128.31,549.0,3.9,61.0,Computers&Accessories,Cables,77.0,very good
235,B084MZYBTV,"Belkin USB C to USB-C Fast Charging Type C Cable, 60W PD, 3.3 feet (1 meter) for Laptop, Personal Computer, Tablet, Smartphone - White, USB-IF Certified",599.0,849.0,4.5,474.0,Computers&Accessories,Cables,29.0,excellent
236,B097ZQTDVZ,7SEVEN® TCL Remote Control Smart TV RC802V Remote Compatible for TCL TV Remote Original 55EP680 40A325 49S6500 55P8S 55P8 50P8 65P8 40S6500 43S6500FS 49S6800FS 49S6800 49S6510FS(Without Voice Function/Google Assistant and Non-Bluetooth remote),399.0,899.0,3.4,431.0,Electronics,RemoteControls,56.0,very good
237,B0B5F3YZY4,"Wayona 3in1 Nylon Braided 66W USB Fast Charging Cable with Type C, Lightening and Micro USB Port, Compatible with iPhone, iPad, Samsung Galaxy, OnePlus, Mi, Oppo, Vivo, iQOO, Xiaomi (1M, Black)",449.0,1099.0,4.0,242.0,Computers&Accessories,Cables,59.0,excellent
238,B09G5TSGXV,"Hi-Mobiler iPhone Charger Lightning Cable,2 Pack Apple MFi Certified USB iPhone Fast Chargering Cord,Data Sync Transfer for 13/12/11 Pro Max Xs X XR 8 7 6 5 5s iPad iPod More Model Cell Phone Cables",254.0,799.0,4.0,2905.0,Computers&Accessories,Cables,68.0,excellent
239,B006LW0WDQ,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,399.0,795.0,4.4,12091.0,Electronics,Cables,50.0,excellent
240,B09YLX91QR,"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACT - AZ10, White)",179.0,399.0,4.0,1423.0,Computers&Accessories,Cables,55.0,excellent
241,B081FJWN52,"Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone (Samsung Galaxy S21/S20/S10/S9/S9+/Note 9/S8/Note 8, Lg G7 G5 G6, Moto G6 G7) (0.25M,Grey)",339.0,999.0,4.3,6255.0,Computers&Accessories,Cables,66.0,excellent
242,B0758F7KK7,"Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LED/HD/Smart TV’s, Universal Fixed TV Wall Mount Stand (M452)",399.0,999.0,4.0,1236.0,Electronics,"TVMounts,Stands&Turntables",60.0,excellent
243,B09L835C3V,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",199.0,399.0,4.2,1335.0,Electronics,RemoteControls,50.0,excellent
244,B098TV3L96,Electvision Remote Control for led Smart tv Compatible with VU Smart Led (Without Voice),349.0,1999.0,3.8,197.0,Electronics,RemoteControls,83.0,very good
245,B08NCKT9FG,Boat A 350 Type C Cable 1.5m(Jet Black),299.0,798.0,4.4,28791.0,Computers&Accessories,Cables,63.0,excellent
246,B0B4T6MR8N,"pTron Solero M241 2.4A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Micro USB Devices (White)",89.0,800.0,3.9,1075.0,Computers&Accessories,Cables,89.0,very good
247,B01GGKZ4NU,"AmazonBasics USB Type-C to USB Type-C 2.0 Cable for Charging Adapter, Smartphone - 9 Feet (2.7 Meters) - White",549.0,995.0,4.2,29746.0,Computers&Accessories,Cables,45.0,excellent
248,B09BW2GP18,"Croma 3A Fast charge 1m Type-C to All Type-C Phones sync and charge cable, Made in India, 480Mbps Data transfer rate, Tested Durability with 8000+ bends (12 months warranty) - CRCMA0106sTC10, Black",129.0,1000.0,3.9,295.0,Computers&Accessories,Cables,87.0,very good
250,B09B125CFJ,7SEVEN® Compatible for Mi tv Remote Control Original Suitable with Smart Android 4K LED Non Voice Command Xiaomi Redmi Remote of 4A Model 32 43 55 65 inches,349.0,799.0,3.6,323.0,Electronics,RemoteControls,56.0,very good
251,B09RQRZW2X,7SEVEN® Compatible Vu Smart Tv Remote Control Suitable for Original 4K Android LED Ultra HD UHD Vu Tv Remote with Non Voice Feature without google assistant,499.0,899.0,3.7,185.0,Electronics,RemoteControls,44.0,very good
252,B07924P3C5,Storite High Speed Micro USB 3.0 Cable A to Micro B for External & Desktop Hard Drives 45cm,299.0,799.0,4.2,2117.0,Computers&Accessories,Cables,63.0,excellent
253,B08N1WL9XW,"FLiX (Beetel) 3in1 (Type C|Micro|Iphone Lightening) Textured Pattern 3A Fast Charging Cable with QC & PD Support for Type C,Micro USB & Lightning Iphone Cable,Made in India,1.5 Meter Long Cable(T101)",182.0,599.0,4.0,9378.0,Computers&Accessories,Cables,70.0,excellent
254,B07VVXJ2P5,SVM Products Unbreakable Set Top Box Stand with Dual Remote Holder (Black),96.0,399.0,3.6,1796.0,Electronics,"TVMounts,Stands&Turntables",76.0,very good
256,B06XFTHCNY,"CableCreation RCA to 3.5mm Male Audio Cable, 3.5mm to 2RCA Cable Male RCA Cable,Y Splitter Stereo Jack Cable for Home Theater,Subwoofer, Receiver, Speakers and More (3Feet/0.9Meter,Black)",439.0,758.0,4.2,4296.0,Electronics,Cables,42.0,excellent
257,B08CT62BM1,"Wayona USB Type C Fast Charging Cable Charger Cord 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S10e S10 S9 S8 S20 Plus, Note 10 9 8, M51 A40 A50 A70, Moto G7 G8 (1M, Grey)",299.0,999.0,4.3,2651.0,Computers&Accessories,Cables,70.0,excellent
259,B07DWFX9YS,"Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable (Black, 1.2 meter)",789.0,1999.0,4.2,34540.0,Computers&Accessories,Cables,61.0,excellent
260,B01D5H90L4,AmazonBasics - High-Speed Male to Female HDMI Extension Cable - 6 Feet,299.0,700.0,4.4,8714.0,Electronics,Cables,57.0,excellent
261,B07F1P8KNV,"Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8 (Wc3Cb1, Black)",325.0,1099.0,4.2,10576.0,Computers&Accessories,Cables,70.0,excellent
262,B084N1BM9L,"Belkin Apple Certified Lightning to USB Charge and Sync Tough Braided Cable for iPhone, iPad, Air Pods, 3.3 feet (1 meters) – Black",1299.0,1999.0,4.4,7318.0,Computers&Accessories,Cables,35.0,excellent
266,B0B61HYR92,"Lapster usb 2.0 mantra cable, mantra mfs 100 data cable (black)",199.0,999.0,4.2,85.0,Computers&Accessories,Cables,80.0,excellent
269,B09LRZYBH1,"KRISONS Thunder Speaker, Multimedia Home Theatre, Floor Standing Speaker, LED Display with Bluetooth, FM, USB, Micro SD Card, AUX Connectivity",2299.0,3999.0,3.8,282.0,Electronics,TowerSpeakers,43.0,very good
271,B098LCVYPW,Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost Cover with Loop (C-Black),349.0,999.0,4.2,513.0,Electronics,RemoteControls,65.0,excellent
272,B09HV71RL1,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 Pro, 14 Pro Max, 14, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max, iPhone 12 Mini (2M, Black)",719.0,1499.0,4.1,1045.0,Computers&Accessories,Cables,52.0,excellent
274,B075TJHWVC,Airtel Digital TV HD Set Top Box with 1 Month Basic Pack with Recording + Free Standard Installation,917.0,2299.0,4.2,3300.0,Electronics,SatelliteReceivers,60.0,excellent
275,B09LV13JFB,LOHAYA Voice Assistant Remote Compatible for Airtel Xstream Set-Top Box Remote Control with Netflix Function (Black) (Non - Voice),399.0,999.0,3.3,23.0,Electronics,RemoteControls,60.0,very good
277,B09VH568H7,Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter,119.0,299.0,3.8,51.0,Computers&Accessories,Cables,60.0,very good
279,B08TZD7FQN,"Astigo Compatible Remote Control for Mi Smart LED 4A (43""/32"")",299.0,599.0,3.7,708.0,Electronics,RemoteControls,50.0,very good
281,B09PTT8DZF,"Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging & 480 MBPS data transmission, certified 10000+ bend lifespan, Metallic Grey",417.44,670.0,3.9,523.0,Computers&Accessories,Cables,38.0,very good
284,B08RZ12GKR,Tata Sky Digital TV HD Setup Box Remote,215.0,499.0,3.5,121.0,Electronics,RemoteControls,57.0,very good
285,B0B4T8RSJ1,"pTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Smartphone, Type-C USB Devices (White)",99.0,800.0,3.9,1075.0,Computers&Accessories,Cables,88.0,very good
287,B08XXVXP3J,"Storite Super Speed USB 3.0 Male to Male Cable for Hard Drive Enclosures, Laptop Cooling Pad, DVD Players(60cm,Black)",249.0,999.0,4.3,112.0,Computers&Accessories,Cables,75.0,excellent
289,B07CWDX49D,"AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable, Charging Adapter, Smartphone 6 feet, Dark Grey",649.0,1600.0,4.3,5451.0,Computers&Accessories,Cables,59.0,excellent
290,B09TY4MSH3,Firestick Remote,1289.0,2499.0,3.3,73.0,Electronics,RemoteControls,48.0,very good
291,B07RY2X9MP,"AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord (10-Foot, Dark Grey)",609.0,1500.0,4.5,1029.0,Electronics,Cables,59.0,excellent
293,B0BBMGLQDW,"Tuarso 8K HDMI 2.1 Cable 48Gbps , 1.5 Meter High-Speed Braided HDMI Cable ( 8K@60HZ、4K@120HZ、2K@240HZ ) HDMI 2.1 Cable Compatible with Monitors , Television , Laptops , Projectors , Game Consoles and more with HDMI Ports Device",599.0,1999.0,4.2,47.0,Electronics,Cables,70.0,excellent
294,B01LONQBDG,AmazonBasics USB Type-C to Micro-B 2.0 Cable - 6 Inches (15.2 Centimeters) - White,349.0,899.0,4.1,14896.0,Computers&Accessories,Cables,61.0,excellent
296,B09HK9JH4F,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",199.0,399.0,4.2,1335.0,Electronics,RemoteControls,50.0,excellent
