,product_id,product_name,discounted_price,actual_price,rating,rating_count,main category,sub category,discount_percentage %,quality of product
844,B08K9PX15C,Zebronics Zeb Wonderbar 10 USB Powered 2.0 Computer Speaker with RGB Lights,849.0,1499.0,4.0,7352.0,Computers&Accessories,PCSpeakers,43.0,excellent
845,B083RD1J99,"HP Wired Mouse 100 with 1600 DPI Optical Sensor, USB Plug-and -Play,ambidextrous Design, Built-in Scrolling and 3 Handy Buttons. 3-Years Warranty (6VY96AA)",328.0,399.0,4.1,3441.0,Computers&Accessories,Mice,18.0,excellent
846,B09Z7YGV3R,"Anjaney Enterprise Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip (Black)",269.0,699.0,4.0,93.0,Computers&Accessories,Lapdesks,62.0,excellent
848,B07Z53L5QL,"ProElite Faux Leather Smart Flip Case Cover for Apple iPad 10.2"" 9th Gen (2021) / 8th Gen / 7th Gen with Stylus Pen, Black",549.0,1499.0,4.3,11006.0,Computers&Accessories,"Bags,Cases&Sleeves",63.0,excellent
849,B00P93X0VO,"Classmate Pulse 6 Subject Notebook - Unruled, 300 Pages, Spiral Binding, 240mm*180mm",114.0,120.0,4.2,8938.0,OfficeProducts,Stationery,5.0,excellent
850,B07SBGFDX9,"Pentonic Multicolor Ball Point Pen, Pack of 10",120.0,120.0,4.1,4308.0,OfficeProducts,Stationery,0.0,excellent
853,B07X2L5Z8C,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Graphite",1490.0,2295.0,4.6,10652.0,Computers&Accessories,Mice,35.0,excellent
854,B00VA7YYUO,Apsara Platinum Pencils Value Pack - Pack of 20,99.0,99.0,4.3,5036.0,Home&Kitchen,DrawingMedia,0.0,excellent
855,B07L9FW9GF,"Zebronics Zeb-Power Wired USB Mouse, 3-Button, 1200 DPI Optical Sensor, Plug & Play, for Windows/Mac",149.0,249.0,4.0,5057.0,Computers&Accessories,Mice,40.0,excellent
856,B08D64C9FN,Ant Esports GM320 RGB Optical Wired Gaming Mouse | 8 Programmable Buttons | 12800 DPI,575.0,2799.0,4.2,8537.0,Computers&Accessories,GamingMice,79.0,excellent
858,B00LOD70SC,Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black),178.0,210.0,4.3,2450.0,OfficeProducts,Stationery,15.0,excellent
859,B09X76VL5L,"boAt Airdopes 191G True Wireless Earbuds with ENx™ Tech Equipped Quad Mics, Beast™ Mode(Low Latency- 65ms) for Gaming, 2x6mm Dual Drivers, 30H Playtime, IPX5, IWP™, Appealing Case LEDs(Sport Blue)",1599.0,3490.0,3.7,676.0,Electronics,In-Ear,54.0,very good
860,B091JF2TFD,Boult Audio BassBuds Oak in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic(Brown),499.0,1299.0,3.9,1173.0,Electronics,In-Ear,62.0,very good
861,B07S7DCJKS,"IT2M Designer Mouse Pad for Laptop/Computer (9.2 X 7.6 Inches, 12788)",199.0,499.0,4.3,9998.0,Computers&Accessories,Keyboard&MiceAccessories,60.0,excellent
866,B08LW31NQ6,"Lenovo 600 Bluetooth 5.0 Silent Mouse: Compact, Portable, Dongle-Free Multi-Device connectivity with Microsoft Swift Pair | 3-Level Adjustable DPI up to 2400 | Battery Life: up to 1 yr",1439.0,2890.0,4.5,4099.0,Computers&Accessories,Mice,50.0,excellent
867,B09ND94ZRG,"Boult Audio Airbass Propods X TWS Bluetooth Truly Wireless in Ear Earbuds with Mic, 32H Playtime, Fast Charging Type-C, Ipx5 Water Resistant, Touch Controls and Voice Assistant (Red)",1099.0,5999.0,3.5,12966.0,Electronics,In-Ear,82.0,very good
868,B00P93X6EK,"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Unruled, 300 Pages",157.0,160.0,4.5,4428.0,OfficeProducts,Stationery,2.0,excellent
870,B0994GP1CX,"LS LAPSTER Quality Assured Universal Silicone 15.6"" Keyboard Protector Skin|| Keyboard Dust Cover|| Keyboard Skin for 15.6"" Laptop| 15.6"" Keyguard| (3.93 x 11.81 x 0.39 inches)",115.0,999.0,3.3,5692.0,Computers&Accessories,Keyboard&MiceAccessories,88.0,very good
871,B07H8W9PB6,"KLAM LCD Writing Tablet Screenwriting Toys Board Smart Digital E-Note Pad 8.5 Inch Light Weight Magic Slate for Drawing Playing Noting by Kids and Adults Best Birthday Gift Girls Boys, Multicolor",175.0,499.0,4.1,21.0,Computers&Accessories,GraphicTablets,65.0,excellent
872,B09NNHFSSF,CP PLUS 2MP Full HD Smart Wi-fi CCTV Security Camera | 360° with Pan Tilt | Two Way Talk | Cloud Monitor | Motion Detect | Night Vision | Supports SD Card (Up to 128 GB) | Alexa & Ok Google | CP-E21A,1999.0,4700.0,3.8,1880.0,Electronics,DomeCameras,57.0,very good
875,B08WJ86PV2,RPM Euro Games Gaming Mousepad Speed Type Extended Large (Size - 800 mm x 300 mm x 3 mm),299.0,990.0,4.5,2453.0,Computers&Accessories,Keyboard&MiceAccessories,70.0,excellent
876,B078HRR1XV,Wacom One by CTL-472/K0-CX Digital Drawing Graphics Pen Tablet (Red & Black) Small (6-inch x 3.5-inch)(15x8cm) | Battery Free Cordless Pen with 2048 Pressure Level,3303.0,4699.0,4.4,13544.0,Computers&Accessories,GraphicTablets,30.0,excellent
877,B09P22HXH6,"Lenovo 300 FHD Webcam with Full Stereo Dual Built-in mics | FHD 1080P 2.1 Megapixel CMOS Camera |Privacy Shutter | Ultra-Wide 95 Lens | 360 Rotation | Flexible Mount, Plug-n-Play | Cloud Grey",1890.0,5490.0,4.1,10976.0,Computers&Accessories,Webcams&VoIPEquipment,66.0,excellent
878,B00LM4X3XE,Parker Quink Ink Bottle (Black),90.0,100.0,4.3,3061.0,OfficeProducts,Stationery,10.0,excellent
879,B09YLFHFDW,"Sony WI-C100 Wireless Headphones with Customizable Equalizer for Deep Bass & 25 Hrs Battery, DSEE-Upscale, Splash Proof, 360RA, Fast Pair, in-Ear Bluetooth Headset with mic for Phone Calls (Black)",1599.0,2790.0,3.6,2272.0,Electronics,In-Ear,43.0,very good
880,B07YWS9SP9,"Zebronics, ZEB-NC3300 USB Powered Laptop Cooling Pad with Dual Fan, Dual USB Port and Blue LED Lights",599.0,999.0,4.0,7601.0,Computers&Accessories,CoolingPads,40.0,excellent
882,B08WLY8V9S,"Tukzer Gel Mouse Pad Wrist Rest Memory-Foam Ergonomic Mousepad| Cushion Wrist Support & Pain Relief| Suitable for Gaming, Computer, Laptop, Home & Office Non-Slip Rubber Base (Blue)",425.0,899.0,4.5,4219.0,Computers&Accessories,Keyboard&MiceAccessories,53.0,excellent
884,B07YNHCW6N,Robustrion Smart Trifold Hard Back Flip Stand Case Cover for Apple iPad 10.2 Cover iPad 9th Generation Cover 2021 8th Gen 2020 7th Gen 2019 Generation Case - Black,549.0,2499.0,4.3,5556.0,Computers&Accessories,"Bags,Cases&Sleeves",78.0,excellent
886,B01MQ2A86A,"Logitech M331 Silent Plus Wireless Mouse, 2.4GHz with USB Nano Receiver, 1000 DPI Optical Tracking, 3 Buttons, 24 Month Life Battery, PC/Mac/Laptop - Black",1295.0,1645.0,4.6,12375.0,Computers&Accessories,Mice,21.0,excellent
887,B00KIE28X0,"Camel Artist Acrylic Color Box - 9ml Tubes, 12 Shades",310.0,310.0,4.5,5882.0,Home&Kitchen,Paints,0.0,excellent
889,B0BHYJ8CVF,"Portronics Key2 Combo Multimedia USB Wireless Keyboard and Mouse Set with 2.4 GHz Wireless Technology, Soft & Silent Button, Compact Size (Grey)",1149.0,1499.0,4.1,10443.0,Computers&Accessories,Keyboard&MouseSets,23.0,excellent
890,B0BCVJ3PVP,"SupCares Laptop Stand 7 Height Adjustable, Aluminium, Ventilated, Foldable, Portable Laptop Holder for Desk & Table Mount Upto 15.6 inch Laptop with Carry Pouch (Silver)",499.0,1299.0,4.5,434.0,Computers&Accessories,Lapdesks,62.0,excellent
891,B0B2931FCV,"ZEBRONICS Zeb-Sound Bomb N1 True Wireless in Ear Earbuds with Mic ENC, Gaming Mode (up to 50ms), up to 18H Playback, BT V5.2, Fidget Case, Voice Assistant, Splash Proof, Type C (Midnight Black)",999.0,4199.0,3.5,1913.0,Electronics,In-Ear,76.0,very good
893,B07VV37FT4,Classmate Octane Neon- 25 Blue Gel Pens | Smooth Writing Pens| Water-proof Ink For Smudge-free Writing| Preferred By Students For Exam & Class Notes| Study At Home Essential,250.0,250.0,4.2,2628.0,OfficeProducts,Stationery,0.0,excellent
895,B07JB2Y4SR,Classmate Octane Colour Burst-Multicolour Gel Pens (Pack of 10) | Gold & Silver Glitter Sparkle Pens|10 colour ink shades for art lovers and kids|Fun at home essentials,90.0,100.0,4.4,10718.0,Home&Kitchen,DrawingMedia,10.0,excellent
896,B08KRMK9LZ,"Tukzer Stylus Pen, iPad Pencil with Palm Rejection Tilt Sensor| 2nd Gen for 2018-2022 iPad 6/7/8/9th Gen; iPad 10.2"", Pro 12.9/11"", Mini 6/5th, Air 5/4/3rd, Precise for Writing/Drawing (3 Spare Tips)",2025.0,5999.0,4.2,6233.0,Electronics,StylusPens,66.0,excellent
897,B08LT9BMPP,"Logitech G102 USB Light Sync Gaming Mouse with Customizable RGB Lighting, 6 Programmable Buttons, Gaming Grade Sensor, 8K DPI Tracking, 16.8mn Color, Light Weight - Black",1495.0,1995.0,4.5,10541.0,Computers&Accessories,GamingMice,25.0,excellent
899,B0814ZY6FP,"Zebronics ZEB-VITA Wireless Bluetooth 10W Portable Bar Speaker With Supporting USB, SD Card, AUX, FM, TWS & Call Function",899.0,1199.0,3.8,10751.0,Electronics,BluetoothSpeakers,25.0,very good
900,B09F3PDDRF,"Lapster USB 3.0 sata Cable for 2.5 inch SSD and HDD , USB 3.0 to SATA III Hard Driver Adapter , sata to USB Cable-(Blue)",349.0,999.0,3.9,817.0,Computers&Accessories,Cables,65.0,very good
902,B09LD3116F,Qubo Smart Cam 360 from Hero Group | Made in India | 2MP 1080p Full HD | CCTV Wi-Fi Camera | 360 Degree Coverage| Two Way Talk | Mobile App Connectivity | Night Vision | Cloud & SD Card Recording,2490.0,3990.0,4.1,3606.0,Electronics,DomeCameras,38.0,excellent
904,B00LY1FN1K,"Camel Fabrica Acrylic Ultra Color - 15ml each, 10 Shades",200.0,230.0,4.4,10170.0,Home&Kitchen,Paints,13.0,excellent
905,B07DJ5KYDZ,Lenovo GX20L29764 65W Laptop Adapter/Charger with Power Cord for Select Models of Lenovo (Round pin) (Black),1249.0,2796.0,4.4,4598.0,Computers&Accessories,LaptopChargers&PowerSupplies,55.0,excellent
906,B009LJ2BXA,"Hp Wired On Ear Headphones With Mic With 3.5 Mm Drivers, In-Built Noise Cancelling, Foldable And Adjustable For Laptop/Pc/Office/Home/ 1 Year Warranty (B4B09Pa)",649.0,999.0,3.5,7222.0,Computers&Accessories,PCHeadsets,35.0,very good
907,B09BVCVTBC,"Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported",2649.0,3499.0,4.5,1271.0,Computers&Accessories,GamingKeyboards,24.0,excellent
909,B07SY4C3TD,HP GT 53 XL Cartridge Ink,596.0,723.0,4.4,3219.0,Computers&Accessories,InkjetInkCartridges,18.0,excellent
916,B08FY4FG5X,"Boult Audio Bass Buds Q2 Lightweight Stereo Wired Over Ear Headphones Set with Mic with Deep Bass, Comfortable Ear Cushions, & Long Cord (Black)",649.0,2499.0,3.9,13049.0,Electronics,Over-Ear,74.0,very good
917,B07TMCXRFV,"ESR Screen Protector Compatible with iPad Pro 11 Inch (2022/2021/2020/2018) and iPad Air 5/4 (2022/2020, 10.9 Inch), Tempered-Glass Film with Alignment Frame, Scratch Resistant, HD Clarity, 2 Pack",1234.0,1599.0,4.5,16680.0,Computers&Accessories,ScreenProtectors,23.0,excellent
919,B00LZPQVMK,Parker Vector Standard Chrome Trim Ball Pen (Ink - Black),272.0,320.0,4.0,3686.0,OfficeProducts,Stationery,15.0,excellent
921,B01EJ5MM5M,Canon PIXMA MG2577s All-in-One Inkjet Colour Printer with 1 Additional Colour Cartridge,3498.0,3875.0,3.4,12185.0,Computers&Accessories,InkjetPrinters,10.0,very good
923,B07Z1Z77ZZ,"AirCase Protective Laptop Bag Sleeve fits Upto 14.1"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",449.0,999.0,4.3,9701.0,Computers&Accessories,Bags&Sleeves,55.0,excellent
924,B00DJ5N9VK,Faber-Castell Connector Pen Set - Pack of 25 (Assorted),150.0,150.0,4.3,15867.0,Toys&Games,ColouringPens&Markers,0.0,excellent
929,B08J4PL1Z3,"RPM Euro Games Laptop/PC Controller Wired for Windows - 7, 8, 8.1, 10 and XP, Ps3(Upgraded with XYAB Buttons)",699.0,1490.0,4.0,5736.0,Computers&Accessories,Gamepads,53.0,excellent
931,B09939XJX8,"TVARA LCD Writing Tablet, 8.5"" Inch Colorful Toddler Doodle Board Drawing Tablet, Erasable Reusable Electronic Drawing Pads, Educational and Learning Tool for 3-6 Years Old Boy and Girls Mix Colors",354.0,1500.0,4.0,1026.0,Computers&Accessories,GraphicTablets,76.0,excellent
932,B09MDCZJXS,"Wings Phantom Pro Earphones Gaming Earbuds with LED Battery Indicator, 50ms Low Latency, Bluetooth 5.3, 40 Hours Playtime, MEMs Mic, IPX4 Resist, 12mm Driver, 500mah case, Headphones, (Black TWS)",1199.0,5499.0,3.8,2043.0,Computers&Accessories,Headsets,78.0,very good
933,B08CTQP51L,Robustrion [Anti-Scratch] & [Smudge Proof] [S Pen Compatible] Premium Tempered Glass Screen Protector for Samsung Tab S6 Lite 10.4 inch SM-P610/615 [Bubble Free],379.0,1499.0,4.2,4149.0,Computers&Accessories,ScreenProtectors,75.0,excellent
936,B08SBH499M,"ZEBRONICS Zeb-Warrior II 10 watts 2.0 Multimedia Speaker with RGB Lights, USB Powered, AUX Input, Volume Control Pod for PC, Laptops, Desktop",649.0,1300.0,4.1,5195.0,Computers&Accessories,PCSpeakers,50.0,excellent
937,B08FYB5HHK,"TP-Link UE300C USB Type-C to RJ45 Gigabit Ethernet Network Adapter/RJ45 LAN Wired Adapter for Ultrabook, Chromebook, Laptop, Desktop, Plug & Play, USB 3.0, Foldable and Portable Design",1199.0,1999.0,4.5,22420.0,Computers&Accessories,PowerLANAdapters,40.0,excellent
939,B0B5GJRTHB,"Wecool Moonwalk M1 ENC True Wireless in Ear Earbuds with Mic, Titanium Drivers for Rich Bass Experience, 40+ Hours Play Time, Type C Fast Charging, Low Latency, BT 5.3, IPX5, Deep Bass (Black)",889.0,1999.0,4.2,2284.0,Electronics,In-Ear,56.0,excellent
940,B09GBBJV72,"HP 330 Wireless Black Keyboard and Mouse Set with Numeric Keypad, 2.4GHz Wireless Connection and 1600 DPI, USB Receiver, LED Indicators , Black(2V9E6AA)",1409.0,2199.0,3.9,427.0,Computers&Accessories,Keyboard&MouseSets,36.0,very good
941,B07P434WJY,"RC PRINT GI 790 Ink Refill for Canon G1000, G1010, G1100, G2000, G2002, G2010, G2012, G2100, G3000, G3010, G3012, G3100, G4000, G4010",549.0,1999.0,4.3,1367.0,Computers&Accessories,InkjetInkRefills&Kits,73.0,excellent
942,B07T9FV9YP,Redgear Cloak Wired RGB Wired Over Ear Gaming Headphones with Mic for PC,749.0,1799.0,4.0,13199.0,Computers&Accessories,Headsets,58.0,excellent
944,B08WKFSN84,"Wayona Type C To Type C 65W/3.25A Nylon Braided Fast Charging Cable Compatible For Laptop, Macbook, Samsung Galaxy M33 M53 M51 S20 Ultra, A71, A53, A51, Ipad Pro 2018 (1M, Grey)",379.0,1099.0,4.3,2806.0,Computers&Accessories,Cables,66.0,excellent
946,B08TR61BVK,"Tabelito® Polyester Foam, Nylon Hybrid laptopss Bag Sleeve Case Cover Pouch for laptopss Apple/Dell/Lenovo/ Asus/ Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Ideapad/Surfacepro (15.6 inches /39.6cm, Blue) laptopsss",299.0,1499.0,4.2,2868.0,Computers&Accessories,Bags&Sleeves,80.0,excellent
947,B0B2CPVXHX,Robustrion Anti-Scratch & Smudge Proof Tempered Glass Screen Protector for Xiaomi Mi Pad 5 11 inch,379.0,1499.0,4.1,670.0,Computers&Accessories,ScreenProtectors,75.0,excellent
948,B08XNL93PL,"Portronics Ruffpad 15 Re-Writable LCD Screen 38.1cm (15-inch) Writing Pad for Drawing, Playing, Handwriting Gifts for Kids & Adults (Grey)",1399.0,2999.0,4.3,3530.0,OfficeProducts,Stationery,53.0,excellent
949,B088GXTJM3,"DIGITEK® (DLS-9FT) Lightweight & Portable Aluminum Alloy Light Stand for Ring Light, Reflector, Flash Units, Diffuser, Portrait, Softbox, Studio Lighting & More Ideal for Outdoor & Indoor Shoots",699.0,1299.0,4.3,6183.0,Electronics,PhotoStudio&Lighting,46.0,excellent
950,B099S26HWG,"Classmate Pulse 1 Subject Notebook - 240mm x 180mm , Soft Cover, 180 Pages, Single Line, Pack of 4",300.0,300.0,4.2,419.0,OfficeProducts,Stationery,0.0,excellent
951,B08461VC1Z,"Scarters Mouse Pad, Desk Mat Extended for Work from Home/Office/Gaming | Vegan PU Leather | Anti-Skid, Anti-Slip, Reversible Splash-Proof – Deskspread ~ Navy Blue & Yellow",999.0,1995.0,4.5,7317.0,Computers&Accessories,Keyboard&MiceAccessories,50.0,excellent
952,B00K32PEW4,"Casio MJ-120D 150 Steps Check and Correct Desktop Calculator with Tax Keys, Black",535.0,535.0,4.4,4426.0,OfficeProducts,Financial&Business,0.0,excellent
954,B07LFWP97N,"Gizga Essentials Laptop Bag Sleeve Case Cover Pouch with Handle for 14.1 Inch Laptop for Men & Women, Padded Laptop Compartment, Premium Zipper Closure, Water Repellent Nylon Fabric, Grey",269.0,1099.0,4.1,1092.0,Computers&Accessories,Bags&Sleeves,76.0,excellent
955,B0746N6WML,"Parker Vector Camouflage Gift Set - Roller Ball Pen & Parker Logo Keychain (Black Body, Blue Ink), 2 Piece Set",341.0,450.0,4.3,2493.0,OfficeProducts,Stationery,24.0,excellent
959,B078G6ZF5Z,"Oraimo 18W USB & Type-C Dual Output Super Fast Charger Wall Adapter PE2.0&Quick Charge 3.0 & Power Delivery 3.0 Compatible for iPhone 13/13 Mini/13 Pro Max/12/12 Pro Max, iPad Mini/Pro, Pixel, Galaxy, Airpods Pro",699.0,1199.0,4.0,14403.0,Electronics,Chargers,42.0,excellent
961,B07RZZ1QSW,SLOVIC® Tripod Mount Adapter| Tripod Mobile Holder|Tripod Phone Mount(Made in India)| Smartphone Clip Clipper 360 Degree for Taking Magic Video Shots & Pictures.,326.0,799.0,4.4,10773.0,Electronics,Tripods&Monopods,59.0,excellent
964,B00NFD0ETQ,"Logitech G402 Hyperion Fury USB Wired Gaming Mouse, 4,000 DPI, Lightweight, 8 Programmable Buttons, Compatible for PC/Mac - Black",1995.0,2895.0,4.6,10760.0,Computers&Accessories,GamingMice,31.0,excellent
966,B0148NPH9I,"Logitech K380 Wireless Multi-Device Keyboard for Windows, Apple iOS, Apple TV Android or Chrome, Bluetooth, Compact Space-Saving Design, PC/Mac/Laptop/Smartphone/Tablet (Dark Grey)",2640.0,3195.0,4.5,16146.0,Computers&Accessories,Keyboards,17.0,excellent
969,B079S811J3,"Redgear Cosmo 7,1 Usb Gaming Wired Over Ear Headphones With Mic With Virtual Surround Sound,50Mm Driver, Rgb Leds & Remote Control(Black)",1990.0,2999.0,4.3,14237.0,Computers&Accessories,Headsets,34.0,excellent
971,B086PXQ2R4,"Classmate Long Book - Unruled, 160 Pages, 314 mm x 194 mm - Pack Of 3",165.0,165.0,4.5,1674.0,OfficeProducts,Stationery,0.0,excellent
972,B07L1N3TJX,"Artis AR-45W-MG2 45 Watts MG2 Laptop Adapter/Charger Compatible with MB Air 13” & MB Air 11” (14.5 V, 3.1 A) Connector: MG2 (T Tip Connector)",1699.0,3499.0,3.6,7689.0,Computers&Accessories,LaptopChargers&PowerSupplies,51.0,very good
973,B07YFWVRCM,"Imou 360° 1080P Full HD Security Camera, Human Detection, Motion Tracking, 2-Way Audio, Night Vision, Dome Camera with WiFi & Ethernet Connection, Alexa Google Assistant, Up to 256GB SD Card Support",2299.0,7500.0,4.1,5554.0,Electronics,DomeCameras,69.0,excellent
975,B08TDJ5BVF,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colours May Vary, Small, EC-POF1)",39.0,39.0,3.8,3344.0,Computers&Accessories,Lamps,0.0,very good
978,B0BHVPTM2C,HB Plus Folding Height Adjustable Aluminum Foldable Portable Adjustment Desktop Laptop Holder Riser Stand,398.0,1949.0,4.0,75.0,Computers&Accessories,Lapdesks,80.0,excellent
980,B01NBX5RSB,HP 65W AC Laptops Charger Adapter 4.5mm for HP Pavilion Black (Without Power Cable),770.0,1547.0,4.3,2585.0,Computers&Accessories,LaptopChargers&PowerSupplies,50.0,excellent
981,B08MWJTST6,"Tukzer Fully Foldable Tabletop Desktop Tablet Mobile Stand Holder - Angle & Height Adjustable for Desk, Cradle, Dock, Compatible with Smartphones & Tablets (White)",279.0,1299.0,4.0,5072.0,Electronics,Stands,79.0,excellent
986,B08497Z1MQ,"HP M270 Backlit USB Wired Gaming Mouse with 6 Buttons, 4-Speed Customizable 2400 DPI, Ergonomic Design, Breathing LED Lighting, Metal Scroll Wheel, Lightweighted / 3 Years Warranty (7ZZ87AA), Black",599.0,700.0,4.3,2301.0,Computers&Accessories,GamingMice,14.0,excellent
987,B07KNM95JK,"Foxin FTC 12A / Q2612A Black Laser Toner Cartridge Compatible with Laserjet 1020,M1005,1018,1010,1012,1015,1020 Plus,1022,3015,3020,3030,3050, 3050Z, 3052,3055 (Black)",598.0,1150.0,4.1,2535.0,Computers&Accessories,TonerCartridges,48.0,excellent
988,B09Q3M3WLJ,Robustrion [Anti-Scratch] & [Smudge Proof] [Bubble Free] Premium Tempered Glass Screen Protector Guard for Samsung Galaxy Tab A8 10.5 inch [SM-X200/X205/X207] 2022,399.0,1499.0,4.0,691.0,Computers&Accessories,ScreenProtectors,73.0,excellent
989,B09B9SPC7F,"PC SQUARE Laptop Tabletop Stand/ Computer Tablet Stand 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Desktop Holder Compatible with MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",499.0,1299.0,4.1,2740.0,Computers&Accessories,Lapdesks,62.0,excellent
991,B099SD8PRP,"Lenovo 130 Wireless Compact Mouse, 1K DPI Optical sensor, 2.4GHz Wireless NanoUSB, 10m range, 3button(left,right,scroll) upto 3M left/right clicks, 10 month battery, Ambidextrous, Ergonomic GY51C12380",579.0,1090.0,4.4,3482.0,Computers&Accessories,Mice,47.0,excellent
993,B00S2SEV7K,"Pilot Frixion Clicker Roller Pen (Blue), (9000019529)",90.0,100.0,4.1,6199.0,OfficeProducts,Stationery,10.0,excellent
994,B08WKCTFF3,"ZEBRONICS Aluminium Alloy Laptop Stand, Compatible with 9-15.6 inch Laptops, 7 Angles Adjustable, Anti Slip Silicon Rubber Pads, Foldable, Velvet Pouch Inside, Zeb-NS2000 (Dark Grey)",899.0,1999.0,4.4,1667.0,Computers&Accessories,Lapdesks,55.0,excellent
995,B08498D67S,"HP K500F Backlit Membrane Wired Gaming Keyboard with Mixed Color Lighting, Metal Panel with Logo Lighting, 26 Anti-Ghosting Keys, and Windows Lock Key / 3 Years Warranty(7ZZ97AA)",1149.0,1800.0,4.3,4723.0,Computers&Accessories,GamingKeyboards,36.0,excellent
996,B00C3GBCIS,GIZGA Club-laptop Neoprene Reversible for 15.6-inches Laptop Sleeve - Black-Red,249.0,499.0,4.2,22860.0,Computers&Accessories,Bags&Sleeves,50.0,excellent
997,B00URH5E34,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp (Colors may vary),39.0,39.0,3.6,13572.0,Computers&Accessories,Lamps,0.0,very good
999,B08SMJT55F,"boAt Stone 250 Portable Wireless Speaker with 5W RMS Immersive Audio, RGB LEDs, Up to 8HRS Playtime, IPX7 Water Resistance, Multi-Compatibility Modes(Black)",1199.0,3990.0,4.2,2908.0,Electronics,BluetoothSpeakers,70.0,excellent
1001,B08Y7MXFMK,"Offbeat® - DASH 2.4GHz Wireless + Bluetooth 5.1 Mouse, Multi-Device Dual Mode Slim Rechargeable Silent Click Buttons Wireless Bluetooth Mouse, 3 Adjustable DPI, Works on 2 devices at the same time with a switch button for Windows/Mac/Android/Ipad/Smart TV",1099.0,1499.0,4.2,2375.0,Computers&Accessories,Mice,27.0,excellent
1002,B086Q3QMFS,"Classmate Drawing Book - Unruled, 40 Pages, 210 mm x 297 mm - Pack Of 4",120.0,120.0,4.5,4951.0,OfficeProducts,Stationery,0.0,excellent
1003,B08498H13H,"HP GK320 Wired Full Size RGB Backlight Mechanical Gaming Keyboard, 4 LED Indicators, Mechanical Switches, Double Injection Key Caps, and Windows Lock Key(4QN01AA)",1519.0,3499.0,4.3,408.0,Computers&Accessories,GamingKeyboards,57.0,excellent
1004,B07LFQLKFZ,Parker Moments Vector Timecheck Gold Trim Roller Ball Pen (Black),420.0,420.0,4.2,1926.0,OfficeProducts,Stationery,0.0,excellent
1005,B00LY17RHI,Camlin Elegante Fountain Pen - Black/Blue/Red,225.0,225.0,4.1,4798.0,OfficeProducts,Stationery,0.0,excellent
1006,B07W14CHV8,"CARECASE® Optical Bay 2nd Hard Drive Caddy, 9.5 mm CD/DVD Drive Slot for SSD and HDD",199.0,799.0,4.1,7333.0,Computers&Accessories,Caddies,75.0,excellent
1013,B08CZHGHKH,BESTOR® LCD Writing Tablet/pad 12 inches | Electronic Writing Scribble Board for Kids | Kids Learning Toy | Portable Ruff for LCD Paperless Memo Digital Tablet Notepad E-Writer/Writing/Drawing Pad Home/School/Office (Black),499.0,1399.0,3.9,1462.0,Computers&Accessories,GraphicTablets,64.0,very good
1016,B08S74GTBT,"Zebronics Astra 10 Portable Wireless BT v5.0 Speaker, 10W RMS Power, 15* Hours Backup, 2.25"" Drive Size, up to 6.4"" Mobile Holder Support, Carry Handle, USB, mSD, AUX Input and FM Radio with Antenna",799.0,1999.0,3.7,418.0,Electronics,OutdoorSpeakers,60.0,very good
1020,B07QMRHWJD,"SWAPKART Portable Flexible Adjustable Eye Protection USB LED Desk Light Table Lamp for Reading, Working on PC, Laptop, Power Bank, Bedroom ( Multicolour )",298.0,999.0,4.3,1552.0,Computers&Accessories,Lamps,70.0,excellent
1021,B07W7Z6DVL,"Infinity (JBL Fuze 100, Wireless Portable Bluetooth Speaker with Mic, Deep Bass, Dual Equalizer, IPX7 Waterproof, Rugged Fabric Design (Black)",1499.0,2999.0,4.1,25262.0,Electronics,OutdoorSpeakers,50.0,excellent
1023,B00H47GVGY,"USHA Quartz Room Heater with Overheating Protection (3002, Ivory, 800 Watts)",1199.0,1695.0,3.6,13300.0,Home&Kitchen,ElectricHeaters,29.0,very good
1024,B07VX71FZP,"Amazon Brand - Solimo 2000/1000 Watts Room Heater with Adjustable Thermostat (ISI certified, White colour, Ideal for small to medium room/area)",1199.0,2000.0,4.0,18543.0,Home&Kitchen,FanHeaters,40.0,excellent
1025,B07NCKMXVZ,"StyleHouse Lint Remover for Woolen Clothes, Electric Lint Remover, Best Lint Shaver for Clothes",455.0,999.0,4.1,3578.0,Home&Kitchen,"Irons,Steamers&Accessories",54.0,excellent
